Annual_Rainfall,Seasonal_Rainfall,Cloud_Visibility,Humidity,Temperature,Wind_Speed,Flood_Occurred
1400.8,1031.2,4.15,62.3,26.2,15.2,0
2064.4,1354.0,3.9,61.8,28.8,21.4,0
1698.2,778.8,6.12,48.2,29.2,8.8,0
893.4,458.6,7.08,38.8,33.3,20.3,0
2142.1,1215.6,5.19,58.9,26.0,21.2,1
2114.8,984.5,5.45,64.7,32.8,22.5,0
3259.4,2454.6,3.06,76.7,30.5,22.4,1
2641.6,1498.6,4.82,68.3,28.6,9.0,1
1483.1,334.6,6.17,50.3,31.4,12.7,0
3497.9,2066.3,5.32,70.8,25.0,9.6,1
3054.7,1552.5,4.12,72.3,26.8,14.9,1
2607.5,1410.7,7.94,44.7,27.6,17.2,0
2041.5,1032.5,6.27,48.9,34.0,28.2,0
1528.4,988.6,5.76,50.0,29.5,15.6,0
1939.5,1327.3,4.61,55.9,25.0,16.4,0
2962.1,1729.8,3.01,69.2,28.8,17.5,1
3519.2,1792.3,3.29,69.9,30.4,10.2,1
3280.3,1787.9,3.34,70.5,27.8,18.7,1
1857.8,1026.2,5.55,59.7,34.1,14.5,0
1416.3,642.6,6.1,44.4,32.9,5.9,0
2298.6,1423.9,5.48,55.1,25.6,9.0,1
962.1,582.3,7.09,51.5,29.0,8.4,0
2426.2,1782.9,4.41,64.2,28.6,18.6,1
2096.7,1469.0,7.07,53.7,23.6,13.6,0
1873.8,876.4,4.39,59.6,31.0,6.7,0
1083.7,702.7,5.32,59.4,25.1,13.8,0
2559.5,1115.7,4.25,66.9,32.5,17.6,1
1827.1,1157.5,5.94,59.3,32.1,15.3,0
1381.1,674.0,4.02,54.3,32.0,8.5,0
400.0,170.9,5.18,50.9,29.6,12.5,0
2180.7,1272.7,5.26,56.2,29.6,14.1,0
3440.6,788.1,6.66,59.0,28.7,5.4,1
3362.9,1143.0,5.35,59.6,26.3,20.7,1
1880.0,994.0,4.07,61.1,28.7,15.8,0
1778.5,995.7,4.5,56.8,31.8,13.0,0
2528.1,1278.4,5.86,67.9,29.2,5.9,0
1501.1,541.1,5.7,49.8,35.1,6.6,0
2411.3,1089.5,5.25,48.2,31.8,26.3,0
2736.3,1633.4,5.04,74.4,30.2,8.3,1
3058.9,1895.9,5.24,64.1,22.8,17.3,1
2129.9,1167.3,5.74,65.9,28.5,14.6,0
2057.4,1417.2,4.11,61.7,25.6,18.0,0
1585.4,947.6,3.9,61.9,29.3,4.4,0
1621.2,746.2,5.58,58.5,28.2,13.3,0
2041.5,1054.1,5.53,59.1,28.5,3.9,0
2457.2,937.8,5.71,57.8,33.0,13.9,0
2839.5,1524.9,5.66,66.5,29.9,12.8,1
1637.8,1119.3,4.79,45.5,32.5,9.2,0
3244.9,2051.5,4.41,72.9,22.5,24.7,1
2010.2,1443.8,4.38,56.0,28.9,14.8,0
2185.0,1122.4,5.94,58.7,32.3,17.3,0
1677.0,1193.2,5.31,51.9,33.8,17.9,0
503.0,265.0,6.6,37.1,26.8,17.1,0
2818.8,2048.1,2.61,81.8,26.3,12.5,1
2715.8,1486.6,3.11,69.8,31.7,22.0,1
2003.1,1271.7,5.11,60.0,28.5,15.4,0
2246.9,1633.5,3.77,66.8,25.5,15.1,1
2561.2,1349.2,5.68,59.7,24.3,8.8,0
1106.2,637.4,6.41,53.4,27.7,15.3,0
1829.7,1289.3,6.68,56.2,24.0,9.8,0
2756.0,1471.8,4.62,69.1,28.8,19.5,1
1322.0,517.6,6.86,46.6,33.5,22.5,0
2405.5,1941.6,5.25,68.0,23.8,25.0,1
1250.4,617.2,5.66,49.8,31.4,19.9,0
2526.5,1437.7,3.85,59.0,31.2,11.9,0
2175.1,1498.0,4.72,65.5,28.6,21.1,1
1069.4,510.1,5.44,44.8,26.0,4.0,0
3015.3,1293.7,6.8,63.1,30.2,14.0,0
1685.8,978.5,6.22,62.7,29.6,24.0,0
1632.8,546.7,8.32,44.3,30.3,7.5,0
2340.4,1206.4,5.29,58.2,27.6,21.6,0
3004.0,1740.6,4.54,70.1,28.3,24.0,1
1488.9,770.7,5.73,49.5,31.8,18.9,0
2243.2,818.3,6.34,55.6,37.3,5.1,0
2500.2,1853.4,2.9,72.5,28.1,21.7,1
2685.2,1510.2,2.19,70.2,33.1,15.7,1
2323.5,1677.0,4.02,62.7,29.2,24.1,1
1943.1,1008.1,4.75,50.2,29.4,3.8,0
1620.7,720.2,7.31,49.5,30.8,14.3,0
2260.3,1316.2,6.86,54.9,25.3,16.9,0
1449.5,759.7,4.57,55.3,31.2,0.4,0
400.0,163.5,8.45,35.6,25.7,3.6,0
2505.6,1820.0,3.94,82.6,25.3,7.4,1
2832.8,1346.5,3.15,68.9,29.3,11.3,1
545.9,179.7,6.58,42.9,35.2,12.3,0
1493.2,1059.2,4.6,61.8,33.9,15.2,0
2633.4,1289.0,6.33,50.4,28.3,16.4,0
3640.2,1736.6,2.25,82.4,28.5,11.7,1
2214.6,748.9,6.12,48.2,33.2,19.0,0
1690.4,1282.9,4.56,59.4,25.1,15.2,0
2072.0,819.0,6.99,41.7,31.3,12.9,0
3162.4,1761.5,3.88,70.6,25.5,23.7,1
1747.8,1152.7,5.31,51.5,28.8,8.6,0
1640.6,985.3,5.34,56.1,28.4,15.0,0
1862.1,1010.8,7.37,52.6,31.0,16.3,0
1532.7,530.0,6.43,41.9,32.4,7.8,0
2285.9,1035.1,4.97,51.4,32.3,17.8,0
3337.3,1910.7,4.38,71.4,28.7,21.8,1
2426.2,1105.2,5.78,49.7,30.0,13.7,0
2023.4,1162.2,4.44,53.8,34.9,13.8,0
1995.7,1260.9,6.6,63.8,24.5,18.3,0
1105.8,735.9,4.59,67.2,35.4,16.9,0
2818.2,1135.3,4.8,60.7,28.5,14.9,1
2145.5,1745.6,4.8,61.9,29.7,24.7,1
2073.7,1331.5,6.51,58.7,28.0,19.6,0
4435.2,2438.4,1.77,78.5,24.3,11.2,1
2409.1,1640.0,4.83,63.7,29.7,8.9,1
1673.7,1395.7,6.16,67.4,31.9,23.1,0
1901.5,717.6,6.01,52.6,31.8,10.6,0
3003.9,1571.0,3.2,70.1,26.8,18.0,1
2279.3,603.1,5.83,47.6,41.5,18.3,0
1193.2,683.8,5.67,58.7,34.0,11.9,0
2843.5,1688.6,5.51,65.5,30.9,17.9,1
1732.3,944.6,5.76,49.0,28.8,8.2,0
3511.3,1655.4,4.18,79.1,26.3,19.7,1
2956.0,898.8,5.32,43.2,29.1,16.7,0
1886.9,1122.4,4.48,53.2,32.7,10.9,0
3096.7,2244.0,3.33,71.5,23.9,15.3,1
2247.5,1076.7,5.5,72.0,26.3,29.9,1
2796.9,1686.0,3.68,77.3,29.8,17.1,1
2539.3,918.8,5.27,63.4,30.9,9.1,0
1607.6,972.4,5.94,53.3,27.5,17.8,0
1749.5,879.6,5.6,68.4,26.7,12.7,0
2921.0,1339.3,4.32,63.3,33.3,9.1,1
1965.7,901.8,5.83,60.0,31.0,16.1,0
1917.4,964.0,4.85,56.2,25.7,8.4,0
1531.4,912.6,7.28,54.0,26.0,22.7,0
2496.5,980.0,5.03,53.9,28.7,16.6,0
3643.8,1830.4,3.52,67.5,30.0,16.8,1
1452.7,791.8,6.06,56.1,32.0,13.2,0
2217.0,926.9,5.56,56.8,33.3,18.7,0
3188.6,2441.2,3.39,78.2,21.9,23.1,1
2144.3,959.7,5.14,64.1,30.5,26.2,0
2516.7,1182.0,5.6,40.8,33.6,21.6,0
1456.3,630.0,7.22,53.0,34.6,14.5,0
2499.8,1914.4,4.41,74.4,28.7,13.3,1
2069.0,1275.2,5.67,66.9,36.1,14.4,0
2890.0,1264.7,4.69,59.5,30.9,18.1,1
3031.2,2069.5,3.99,73.8,30.4,14.9,1
4012.7,2303.6,3.09,82.1,26.9,28.9,1
2605.7,1513.6,4.95,72.7,26.2,10.8,1
2428.1,1235.1,6.19,57.6,26.6,11.2,0
2336.1,1074.8,5.45,58.5,30.1,10.8,0
1952.8,1153.2,3.35,68.2,28.7,19.1,0
2436.9,1180.9,7.54,45.8,24.0,9.9,0
1993.2,1530.8,5.38,59.9,25.4,5.9,0
2317.9,921.8,4.56,63.3,28.9,19.8,0
3122.3,2292.8,3.23,82.6,28.9,18.4,1
1495.4,802.5,4.43,55.7,30.1,6.2,0
2997.9,1756.4,5.3,64.9,27.8,13.5,1
3122.0,2029.2,3.0,66.6,24.4,29.9,1
2117.4,1004.4,5.59,52.2,29.8,9.8,0
714.7,467.2,5.96,56.6,34.9,9.9,0
1774.5,399.4,7.63,42.5,31.6,7.6,0
3107.9,1440.8,4.83,63.3,24.2,8.8,1
2184.0,959.0,6.42,50.5,26.1,9.0,0
1500.5,599.6,5.82,54.5,32.4,3.6,0
1846.7,968.0,5.78,52.0,29.1,19.3,0
2788.4,1662.7,4.53,65.5,28.0,18.1,1
2582.7,1638.3,5.02,55.6,26.4,32.3,1
2032.7,1176.8,4.56,48.8,30.8,10.5,0
1943.2,913.5,5.06,54.4,29.0,8.1,0
1925.8,1144.4,6.04,50.0,28.8,23.7,0
1554.3,878.1,4.65,66.4,27.4,19.4,0
3330.8,2206.1,4.25,62.3,29.7,22.9,1
1974.4,1270.0,5.15,55.2,28.4,8.6,0
3052.0,1689.8,3.68,66.7,30.0,28.1,1
3264.9,1444.2,4.55,60.5,25.1,15.8,1
2898.8,1367.2,5.13,54.9,34.1,13.2,1
1897.9,918.6,6.07,48.7,33.7,20.1,0
2482.6,1271.5,5.81,54.0,23.4,15.1,1
2183.1,1270.9,5.05,58.3,26.7,8.3,0
1567.4,996.6,3.89,67.4,31.2,13.9,0
2427.1,1320.0,3.84,61.2,25.0,10.9,1
1374.7,758.7,7.51,59.0,29.9,0.0,0
3031.4,1719.4,3.21,70.1,29.3,12.5,1
1874.8,915.1,4.79,61.1,29.4,10.1,0
2340.8,1027.5,7.07,39.3,31.3,6.9,0
2398.3,813.9,6.26,51.0,28.1,16.1,0
2018.8,941.9,5.49,62.6,23.1,8.7,0
2610.7,1584.1,4.44,61.5,31.3,19.9,1
1867.6,869.6,5.2,64.2,32.9,5.6,0
2809.9,1465.3,4.18,71.9,36.2,21.8,1
1257.8,762.2,5.87,49.2,23.6,4.7,0
2288.5,1401.6,5.26,59.0,31.0,2.0,0
3557.3,1495.7,5.97,57.4,22.7,24.0,1
1499.8,1004.3,5.77,52.0,35.0,8.6,0
1725.6,1182.5,5.73,51.2,30.8,25.3,0
2559.7,1060.8,6.1,59.2,26.7,17.4,0
2325.7,1049.2,6.83,47.8,31.9,18.7,0
2445.4,1694.5,5.38,70.3,26.5,24.0,1
2542.4,1353.5,3.27,65.0,29.8,16.4,1
2644.3,750.0,7.37,41.8,30.9,13.0,0
2976.8,1137.2,5.13,67.2,34.6,22.2,1
2486.9,1293.4,4.11,63.4,34.5,16.1,1
2031.1,833.6,5.69,57.6,28.3,8.4,0
2670.8,1336.4,6.13,56.4,32.1,19.2,1
3529.9,1955.2,3.01,74.5,28.6,6.5,1
2107.2,1528.7,4.53,70.8,24.3,24.7,0
1517.8,781.9,6.63,51.7,28.1,20.5,0
2975.0,2019.1,2.13,83.7,34.4,26.7,1
2115.7,1526.4,4.52,64.3,29.6,23.7,1
679.1,490.4,6.14,54.6,33.9,10.3,0
2793.2,1631.7,3.71,67.4,27.6,16.7,1
1825.3,573.9,5.29,52.5,29.1,3.9,0
2136.6,1293.3,5.63,50.3,29.1,25.9,0
2432.4,1643.8,4.94,68.1,27.4,14.5,1
2333.3,1260.6,5.92,55.4,24.6,17.2,0
2696.6,2047.7,3.44,67.1,24.3,21.2,1
1895.2,1237.9,4.92,69.9,31.3,7.0,0
2559.2,1582.1,3.98,63.6,27.2,6.6,1
2018.3,1373.2,4.04,55.6,28.9,15.9,0
2717.2,1603.1,4.38,63.0,29.0,14.4,1
2630.8,660.0,7.54,42.6,31.4,11.2,0
1545.2,757.3,5.86,60.5,33.7,18.7,0
2960.2,2053.4,4.06,68.1,24.0,21.1,1
1824.8,826.8,5.26,56.2,31.8,17.3,0
2765.6,1446.9,3.9,70.9,31.0,18.9,1
2457.1,1043.3,5.75,53.4,32.6,12.1,0
3486.7,2664.1,1.67,85.1,21.7,17.2,1
2043.6,1536.3,4.79,58.0,29.3,18.4,0
1955.5,868.1,4.55,68.3,35.2,13.5,0
2186.4,1241.2,3.65,65.1,28.9,20.6,1
1987.8,931.0,5.05,53.5,31.3,12.4,0
2760.0,1721.6,4.98,62.4,30.4,16.1,1
1068.6,653.1,6.16,49.6,27.4,10.4,0
1462.4,946.8,5.51,52.8,35.3,7.9,0
1452.5,856.8,4.22,65.2,31.5,21.6,0
2865.2,2578.7,4.67,73.2,27.7,29.6,1
3397.4,1449.5,4.05,63.6,23.7,9.0,1
2126.9,733.2,6.18,51.4,32.7,17.0,0
2081.8,1046.8,5.11,55.7,31.1,2.9,0
2249.0,813.8,5.91,52.1,35.0,18.6,0
3013.3,1117.7,5.75,56.9,28.5,10.2,1
1550.9,666.6,4.62,55.7,27.5,14.0,0
2366.9,1039.8,5.2,60.0,27.6,2.4,0
2882.6,1255.2,5.88,62.2,27.6,8.0,1
2550.8,1561.5,7.27,46.3,25.1,19.7,0
2332.7,1141.3,5.06,59.7,33.3,10.3,1
2900.7,1532.9,5.37,54.2,32.5,11.7,1
400.0,262.9,8.26,48.0,30.8,17.9,0
2674.5,1225.0,5.44,68.1,28.0,28.3,1
1742.1,902.9,5.59,48.6,24.5,18.8,0
918.6,545.5,5.9,47.0,32.8,4.6,0
2557.8,810.9,6.86,49.1,35.1,23.2,0
3161.6,834.1,4.48,60.5,28.2,3.4,1
2103.8,1244.5,5.95,60.1,28.8,13.3,0
2867.0,1746.1,3.82,77.8,29.3,18.3,1
3328.6,2655.2,3.0,84.2,31.1,34.7,1
3120.4,1775.4,3.93,69.4,28.5,23.6,1
3348.0,2170.7,3.04,74.5,27.6,17.6,1
2719.5,1431.9,5.63,67.4,29.3,10.5,1
2252.8,1319.4,5.53,50.3,24.7,21.6,1
1078.6,809.0,5.48,53.2,25.8,9.4,0
2027.8,598.4,6.17,49.0,28.2,12.7,0
1609.7,965.2,5.44,59.5,32.8,5.3,0
3719.7,2999.1,1.44,86.0,24.1,28.6,1
2076.9,1212.6,5.16,52.8,27.6,17.9,0
2286.2,1710.3,3.84,66.9,26.4,10.3,1
2586.0,1227.1,6.28,52.8,28.8,21.2,0
2230.5,1218.2,5.26,47.6,34.3,18.3,0
3386.5,1876.2,2.35,73.8,27.3,23.2,1
1764.1,500.8,4.55,51.3,28.5,8.6,0
2336.2,957.4,4.23,57.8,29.9,14.5,1
1680.3,703.0,6.57,58.9,35.7,12.4,0
1276.0,827.7,6.11,49.0,28.6,11.8,0
1771.8,1159.9,6.26,49.6,25.8,15.7,0
2174.1,1280.3,5.52,59.7,27.6,22.9,1
1899.5,1232.6,5.33,57.3,29.6,21.5,1
1715.3,909.6,5.97,49.2,32.0,6.1,0
1215.6,843.9,6.66,52.8,33.1,18.7,0
2141.8,1180.3,5.6,54.9,26.2,21.9,0
1146.7,638.6,8.02,39.0,27.7,10.7,0
2732.0,1415.5,5.52,59.6,27.8,19.1,1
2257.7,1427.2,4.8,55.6,30.8,19.1,1
1179.7,589.2,5.72,50.6,26.9,6.3,0
1983.6,1323.4,4.68,56.9,27.2,13.3,1
1673.5,693.1,6.55,57.6,28.6,16.5,0
2423.4,1013.3,4.51,65.5,32.5,10.8,1
3138.3,1985.0,2.96,75.3,29.0,25.2,1
887.4,478.6,7.31,38.2,33.6,18.6,0
2280.5,1130.1,4.6,66.8,33.4,21.3,0
2087.9,1371.4,4.48,71.0,27.9,27.7,1
2669.9,1273.9,6.57,60.1,25.5,14.7,1
2349.2,1235.6,5.31,67.4,25.6,16.1,0
1673.6,1201.5,5.45,55.6,23.7,16.8,0
1976.7,1452.2,4.43,51.6,27.3,15.9,0
1642.8,1213.5,5.09,54.5,28.1,18.2,0
2953.2,1524.3,4.49,74.3,30.9,6.4,1
2214.9,1545.3,4.31,55.3,28.5,18.1,1
3530.8,1539.9,6.34,64.2,27.0,8.5,1
2157.5,951.8,5.61,55.2,29.5,7.7,0
1704.1,456.6,6.69,44.1,27.8,15.0,0
1140.4,856.1,5.42,50.8,33.1,11.7,0
937.8,418.6,6.87,47.0,28.7,14.6,0
1091.1,583.5,5.53,45.8,27.2,10.0,0
2387.0,1052.1,7.77,48.0,32.0,20.7,0
2556.1,1619.1,5.46,66.7,30.0,15.8,0
1093.2,552.0,6.61,55.1,25.6,0.0,0
2826.5,1112.0,3.86,62.7,32.0,15.7,1
1861.9,1122.7,5.83,52.8,27.2,1.4,0
2302.8,870.3,7.24,46.2,28.9,4.3,0
3328.6,1496.2,5.29,61.8,29.1,11.3,1
2827.8,840.3,4.34,62.6,31.8,6.8,1
2012.0,762.8,5.13,55.9,31.6,9.1,0
1576.2,900.7,5.04,58.4,29.8,6.9,0
693.7,218.0,5.98,48.8,30.2,0.8,0
1696.6,631.6,7.19,52.4,31.8,20.9,0
2052.2,1128.1,3.73,58.5,29.1,10.4,0
1509.0,731.5,6.22,55.5,35.7,0.0,0
2108.1,1663.4,3.62,62.9,30.0,15.3,1
2253.8,1735.6,4.12,58.8,25.3,11.2,1
2042.6,910.7,3.77,58.6,28.5,7.9,0
1745.0,1076.4,4.44,64.3,29.7,18.4,0
2318.1,1483.4,6.4,56.6,32.5,13.8,0
2509.4,1200.2,5.06,63.8,33.5,7.9,1
1436.7,532.4,4.65,58.5,29.6,13.7,0
3187.7,1748.5,5.09,67.5,25.2,24.9,1
2131.0,1127.8,6.64,52.8,26.2,17.7,0
2213.2,1101.5,5.39,58.0,30.2,0.0,0
2695.8,1625.7,6.34,62.2,35.2,10.6,1
2363.3,1086.9,6.3,53.4,31.1,14.5,0
2867.2,1180.6,5.59,61.2,24.5,13.3,1
2401.0,1352.0,4.97,51.6,26.7,13.8,0
1771.3,1056.3,6.54,47.9,27.7,8.1,0
2453.1,1002.8,5.69,55.9,27.2,5.3,0
1399.4,925.5,6.08,54.4,28.7,25.3,0
2276.0,768.2,5.22,54.1,31.4,12.6,0
2176.7,1046.2,4.77,67.7,31.7,17.8,1
2054.3,1066.3,4.72,57.4,32.8,14.1,0
2110.0,999.4,3.56,59.3,31.3,14.0,0
882.7,425.6,7.7,40.8,25.2,10.1,0
1815.9,1406.5,3.32,66.7,25.6,9.3,0
2265.0,1014.5,5.81,52.8,29.2,4.7,0
2311.9,1948.8,4.18,71.1,28.0,21.5,1
1480.6,892.0,6.02,53.4,32.5,14.2,0
3086.0,1731.4,3.65,73.4,28.2,23.5,1
1593.7,967.6,6.35,47.3,29.9,17.9,0
2878.6,2457.2,4.43,64.9,27.1,17.2,1
2499.0,1076.5,6.08,55.6,28.8,20.9,0
1747.6,726.2,7.18,54.2,30.6,16.7,0
3442.7,1581.6,4.68,65.8,31.8,21.2,1
1364.5,755.7,5.47,59.3,30.0,25.8,0
2843.4,975.0,4.66,57.9,29.7,25.8,1
2900.4,1603.0,5.11,61.8,28.2,21.3,1
1730.6,1303.5,6.53,46.5,32.9,18.8,0
3174.7,1803.8,4.13,66.9,24.6,24.8,1
2025.0,1042.6,5.46,62.6,34.9,10.5,0
2402.1,1143.0,5.22,55.6,25.9,11.1,0
2382.2,1567.1,5.11,64.8,26.5,21.0,1
2106.0,949.6,6.17,57.5,32.1,8.3,0
2767.6,2135.4,4.78,67.5,30.2,23.8,1
2755.4,2154.8,3.43,77.6,22.9,21.3,1
976.0,566.9,4.73,58.7,27.4,6.1,0
3113.0,1707.9,3.93,65.8,28.9,17.9,1
1036.3,698.1,6.98,44.2,37.4,19.8,0
2922.8,1991.5,5.86,70.9,31.2,19.9,1
2988.7,1354.7,5.6,47.9,28.2,16.3,1
1436.3,699.2,6.25,53.0,23.1,14.0,0
1912.4,748.4,5.31,54.5,30.5,15.0,0
1426.0,854.3,4.29,63.5,31.1,10.9,0
2049.6,1291.2,4.58,59.1,27.9,17.5,0
1984.4,770.0,4.08,54.6,27.7,6.1,0
2745.8,1360.2,6.37,56.2,29.4,11.0,1
3117.2,1210.5,3.54,56.9,26.4,10.9,1
3177.0,1404.7,5.28,52.9,34.4,18.8,1
1806.5,1113.0,4.48,56.3,34.0,15.3,0
2053.5,948.7,5.04,53.1,31.8,12.6,0
1021.6,525.0,7.3,50.0,31.1,15.1,0
1635.9,580.3,6.65,45.4,28.7,13.6,0
2875.4,1646.0,3.64,66.4,28.2,15.7,1
3330.9,1814.3,3.84,66.5,32.8,12.2,1
1336.0,617.9,5.69,47.7,33.2,6.6,0
1785.3,941.4,5.56,55.3,30.5,4.6,0
2181.5,1247.0,5.24,59.8,31.9,16.0,1
2396.1,1083.6,6.59,61.6,31.2,9.0,0
1633.3,609.0,4.7,48.8,31.8,8.5,0
2496.8,1914.3,4.12,68.0,30.6,18.2,1
1868.3,885.6,5.54,52.8,31.5,19.3,0
2189.9,1179.0,6.29,54.2,31.9,20.3,0
2582.4,1733.6,4.74,65.1,28.5,17.6,1
2204.5,1984.0,3.5,83.4,26.7,26.9,1
1894.5,759.1,6.59,46.5,28.6,0.3,0
2123.3,1282.4,4.43,58.5,27.1,26.6,1
2138.1,994.4,6.67,53.3,24.9,17.8,0
1941.0,942.1,6.37,53.3,27.1,14.0,0
2018.8,935.9,6.51,52.7,27.0,8.0,0
3319.1,1377.1,5.79,63.3,27.3,13.2,1
2592.6,1413.1,5.89,51.9,33.5,19.7,0
1993.2,743.6,6.71,57.9,29.8,16.0,0
2687.9,1783.7,4.26,71.8,28.6,22.2,1
1966.3,1094.5,5.72,49.7,30.3,9.9,0
3021.2,1814.8,5.11,54.9,32.6,12.8,1
2458.7,1214.8,5.56,53.2,27.5,16.1,1
2124.9,1075.1,5.09,55.4,28.9,18.8,0
2513.4,1469.1,4.97,78.6,28.3,16.4,1
1100.4,451.5,6.45,50.4,34.4,19.5,0
1411.3,715.6,6.84,40.4,34.4,12.3,0
1364.3,609.6,6.78,45.4,32.0,11.5,0
2300.1,1019.2,7.9,55.7,33.4,17.8,0
3412.8,1013.0,4.49,57.4,30.2,21.1,1
3761.9,2673.7,2.61,74.1,25.4,15.2,1
2646.6,1237.6,4.08,58.6,32.7,8.4,1
2550.6,1758.9,4.38,63.3,29.4,16.2,1
939.3,637.1,6.8,43.4,28.3,30.6,0
1820.1,720.2,5.51,52.9,33.3,10.5,0
1648.6,691.4,5.29,55.5,29.8,11.2,0
1765.4,1513.4,4.43,68.8,27.5,20.4,1
2082.3,1582.8,3.91,68.3,31.1,22.9,1
1869.5,1021.2,5.95,53.1,29.4,14.9,0
814.5,473.1,7.0,51.7,32.1,17.7,0
2723.5,1291.8,5.45,62.2,31.0,8.2,1
1449.1,872.2,6.39,54.5,27.7,8.4,0
2367.5,1098.4,6.49,53.6,30.6,21.3,0
3651.9,1117.9,5.77,54.6,33.5,14.5,1
1556.4,609.2,6.02,50.0,27.7,3.9,0
428.8,236.9,5.16,58.4,32.8,1.4,0
1999.8,828.5,5.38,54.8,27.6,7.9,0
2970.7,1609.9,4.35,61.6,31.4,17.2,1
3570.8,1503.5,5.62,58.6,31.6,19.4,1
1339.3,610.9,6.66,46.6,29.5,9.5,0
2547.7,1662.1,4.06,79.2,34.8,19.8,1
1874.3,1086.5,4.62,54.7,32.8,11.6,0
2125.8,1166.7,6.01,63.8,31.5,22.0,0
4051.0,2655.4,2.58,79.5,27.9,38.5,1
1147.9,697.6,5.04,52.5,33.4,9.6,0
2377.6,1720.4,3.64,71.8,25.1,20.7,1
2527.4,1250.6,7.34,56.2,29.7,17.5,0
2960.1,1475.4,4.69,59.3,29.8,17.3,1
2268.6,893.5,4.75,64.0,28.8,17.0,1
2415.6,1204.2,4.62,64.8,30.6,17.8,0
1925.8,1282.2,4.61,64.9,32.8,12.5,0
2388.4,1686.2,3.43,71.2,26.9,25.5,1
1959.8,1303.7,4.94,63.2,28.9,16.7,0
2635.1,882.0,5.74,66.0,27.5,10.7,0
1941.3,1320.0,5.23,61.0,23.6,30.2,1
2464.0,811.6,4.71,56.2,32.5,11.9,0
2179.5,1433.6,5.14,53.8,28.6,17.7,1
2988.2,1511.6,4.58,58.8,28.7,17.7,1
2164.0,1372.6,5.45,54.4,25.9,15.1,0
958.9,374.1,7.1,53.5,30.6,12.8,0
3083.3,2129.2,4.59,58.1,30.4,15.1,1
1566.0,586.0,6.32,46.8,30.7,14.9,0
1742.4,818.5,8.51,34.9,30.2,2.1,0
1783.0,767.1,6.97,47.1,30.9,4.6,0
3162.1,1073.5,6.07,53.9,25.8,25.1,1
705.0,395.8,7.52,54.5,33.0,2.7,0
4396.4,3370.9,1.79,95.4,20.5,15.5,1
2939.2,2557.2,1.69,75.2,23.3,15.2,1
2356.3,1323.4,5.21,67.2,25.8,26.0,1
2161.6,1478.5,3.45,63.3,28.1,5.7,0
2399.9,1386.8,5.23,62.0,27.8,10.2,0
2564.8,1564.2,3.72,57.4,28.4,8.2,0
2651.7,1349.5,4.99,55.3,26.2,14.1,1
2588.9,1484.5,4.77,58.4,31.6,13.9,1
2262.7,1390.4,4.24,62.1,31.3,13.1,1
2061.9,990.9,5.23,56.0,29.2,24.8,0
2094.1,1132.3,5.48,67.1,28.0,7.3,0
2063.6,1120.5,4.59,59.9,27.7,13.8,0
2993.6,1943.4,5.53,54.3,26.6,21.1,1
2615.5,1103.9,4.47,58.9,25.3,8.4,0
400.0,217.5,7.29,34.7,28.6,12.2,0
2659.1,2072.6,4.4,66.8,29.8,17.4,1
2336.3,1611.3,4.05,60.4,29.2,19.5,1
2186.9,1556.9,3.83,60.5,33.3,16.2,1
1928.0,1066.1,6.39,48.5,28.7,1.8,0
2986.9,1757.8,5.07,68.8,26.9,25.9,1
2863.3,1919.2,4.52,61.7,26.4,31.4,1
1659.0,1223.1,4.64,61.4,28.2,13.9,0
2484.9,784.8,5.07,65.8,28.2,7.1,0
1519.8,596.0,6.81,41.4,31.5,20.4,0
1234.3,872.8,6.06,52.0,30.1,24.3,0
1761.3,910.2,4.72,39.2,28.4,12.2,0
2803.7,1316.0,4.27,58.9,32.7,14.2,1
2867.2,1145.4,4.34,61.9,35.1,14.1,0
2559.2,1237.1,4.95,63.8,32.7,5.0,1
2707.6,1033.5,5.59,56.7,31.3,12.2,0
2561.3,2051.4,3.91,77.6,29.6,30.0,1
1751.0,958.3,4.73,70.3,35.4,12.5,0
2502.3,1358.9,3.17,71.6,31.2,9.5,1
2760.3,1712.9,5.71,63.8,26.3,20.8,1
2728.0,1815.4,5.79,59.8,29.0,14.4,1
3032.2,2011.9,3.0,69.2,29.3,19.1,1
2695.8,1830.0,4.81,63.1,24.8,10.8,1
2446.0,1160.1,4.6,60.9,28.5,8.4,0
2949.1,1516.6,5.27,56.7,31.8,21.1,1
2181.4,1401.1,5.73,61.6,23.3,16.7,0
1582.7,770.3,7.26,57.1,26.5,7.7,0
2085.9,1145.9,5.93,57.4,28.9,15.3,0
1678.6,1003.5,6.16,50.1,30.8,10.1,0
1727.4,1112.8,4.57,64.5,25.4,9.7,0
2098.8,706.6,6.95,39.8,30.0,19.0,0
1645.3,1046.0,6.68,54.5,33.1,18.7,0
1984.4,1035.8,5.45,56.0,29.8,13.8,0
874.5,555.2,5.56,48.8,33.5,12.0,0
2349.3,1511.1,3.3,64.8,26.8,16.6,1
2200.8,1635.1,4.62,69.4,25.8,20.3,0
1628.0,1159.8,5.47,58.0,31.9,9.8,0
2661.5,1893.9,3.67,67.6,28.8,24.0,1
2856.3,2065.8,4.74,70.0,23.7,21.9,1
1074.7,628.7,6.07,46.2,28.2,10.0,0
1666.1,922.8,5.22,59.2,34.6,10.3,0
1661.6,1087.9,5.64,53.2,26.7,19.3,0
1542.1,983.6,4.92,60.5,32.6,12.7,0
2780.6,1426.2,5.0,62.5,27.3,12.0,1
